,datetime,predictions
41,2024-07-02 17:00:00,3.770231246948242
42,2024-07-02 18:00:00,10.212812423706055
43,2024-07-02 19:00:00,11.80905818939209
44,2024-07-02 20:00:00,25.641372680664062
45,2024-07-02 21:00:00,9.221945762634277
46,2024-07-02 22:00:00,-0.4787541329860687
47,2024-07-02 23:00:00,-0.5581477284431458
48,2024-07-03 00:00:00,3.359712600708008
49,2024-07-03 01:00:00,9.15110969543457
50,2024-07-03 02:00:00,12.239758491516113
51,2024-07-03 03:00:00,11.373767852783203
52,2024-07-03 04:00:00,8.714628219604492
53,2024-07-03 05:00:00,9.516002655029297
54,2024-07-03 06:00:00,8.571819305419922
55,2024-07-03 07:00:00,10.829048156738281
56,2024-07-03 08:00:00,9.261116981506348
57,2024-07-03 09:00:00,9.526545524597168
58,2024-07-03 10:00:00,9.112662315368652
59,2024-07-03 11:00:00,8.414055824279785
60,2024-07-03 12:00:00,20.791336059570312
61,2024-07-03 13:00:00,17.56759262084961
62,2024-07-03 14:00:00,8.771428108215332
63,2024-07-03 15:00:00,7.379353046417236
64,2024-07-03 16:00:00,5.1764092445373535
65,2024-07-03 17:00:00,12.212883949279785
66,2024-07-03 18:00:00,17.68944549560547
67,2024-07-03 19:00:00,17.75162696838379
68,2024-07-03 20:00:00,15.1026611328125
69,2024-07-03 21:00:00,5.514797687530518
70,2024-07-03 22:00:00,-0.20534482598304749
71,2024-07-03 23:00:00,0.756248414516449
72,2024-07-04 00:00:00,3.704526662826538
73,2024-07-04 01:00:00,9.656839370727539
74,2024-07-04 02:00:00,8.630674362182617
75,2024-07-04 03:00:00,9.245746612548828
76,2024-07-04 04:00:00,10.647297859191895
77,2024-07-04 05:00:00,9.874917030334473
78,2024-07-04 06:00:00,10.468389511108398
79,2024-07-04 07:00:00,8.835484504699707
80,2024-07-04 08:00:00,10.386706352233887
81,2024-07-04 09:00:00,8.484349250793457
82,2024-07-04 10:00:00,11.025612831115723
83,2024-07-04 11:00:00,9.354179382324219
84,2024-07-04 12:00:00,19.910614013671875
85,2024-07-04 13:00:00,15.681660652160645
86,2024-07-04 14:00:00,10.740965843200684
87,2024-07-04 15:00:00,5.442569255828857
88,2024-07-04 16:00:00,6.706724643707275
89,2024-07-04 17:00:00,10.564635276794434
90,2024-07-04 18:00:00,24.032136917114258
91,2024-07-04 19:00:00,26.89767074584961
92,2024-07-04 20:00:00,21.461071014404297
93,2024-07-04 21:00:00,13.424139022827148
94,2024-07-04 22:00:00,1.2148984670639038
95,2024-07-04 23:00:00,0.13318035006523132
96,2024-07-05 00:00:00,0.00603635236620903
97,2024-07-05 01:00:00,0.12650978565216064
98,2024-07-05 02:00:00,0.08488145470619202
99,2024-07-05 03:00:00,0.029154254123568535
100,2024-07-05 04:00:00,-0.13878318667411804
101,2024-07-05 05:00:00,0.291397362947464
102,2024-07-05 06:00:00,1.818174123764038
103,2024-07-05 07:00:00,7.300549507141113
104,2024-07-05 08:00:00,6.7670392990112305
105,2024-07-05 09:00:00,7.818418979644775
106,2024-07-05 10:00:00,8.350351333618164
107,2024-07-05 11:00:00,7.919707298278809
108,2024-07-05 12:00:00,23.699264526367188
109,2024-07-05 13:00:00,29.556766510009766
110,2024-07-05 14:00:00,8.692790031433105
111,2024-07-05 15:00:00,5.7936577796936035
112,2024-07-05 16:00:00,8.855033874511719
113,2024-07-05 17:00:00,10.394131660461426
114,2024-07-05 18:00:00,12.813577651977539
115,2024-07-05 19:00:00,29.92388916015625
116,2024-07-05 20:00:00,26.091310501098633
117,2024-07-05 21:00:00,12.00135612487793
118,2024-07-05 22:00:00,-0.0008976045064628124
119,2024-07-05 23:00:00,0.005116874352097511
120,2024-07-06 00:00:00,0.011695696972310543
121,2024-07-06 01:00:00,-0.021948477253317833
122,2024-07-06 02:00:00,-0.0013113043969497085
123,2024-07-06 03:00:00,-0.018285708501935005
124,2024-07-06 04:00:00,-0.23881317675113678
125,2024-07-06 05:00:00,-0.1584872007369995
126,2024-07-06 06:00:00,2.587817668914795
127,2024-07-06 07:00:00,8.065598487854004
128,2024-07-06 08:00:00,9.143457412719727
129,2024-07-06 09:00:00,10.44228458404541
130,2024-07-06 10:00:00,11.065167427062988
131,2024-07-06 11:00:00,11.892494201660156
132,2024-07-06 12:00:00,14.816758155822754
133,2024-07-06 13:00:00,14.362419128417969
134,2024-07-06 14:00:00,9.896279335021973
135,2024-07-06 15:00:00,10.38007926940918
136,2024-07-06 16:00:00,10.735835075378418
137,2024-07-06 17:00:00,15.559678077697754
138,2024-07-06 18:00:00,20.44489097595215
139,2024-07-06 19:00:00,25.887847900390625
140,2024-07-06 20:00:00,15.779032707214355
141,2024-07-06 21:00:00,7.992879867553711
142,2024-07-06 22:00:00,0.6612544059753418
143,2024-07-06 23:00:00,0.07133492082357407
144,2024-07-07 00:00:00,-0.4909057021141052
145,2024-07-07 01:00:00,0.036352019757032394
146,2024-07-07 02:00:00,2.761178970336914
147,2024-07-07 03:00:00,8.510298728942871
148,2024-07-07 04:00:00,10.002023696899414
149,2024-07-07 05:00:00,8.36392879486084
150,2024-07-07 06:00:00,9.960253715515137
151,2024-07-07 07:00:00,10.057050704956055
152,2024-07-07 08:00:00,10.613188743591309
153,2024-07-07 09:00:00,12.084773063659668
154,2024-07-07 10:00:00,13.048694610595703
155,2024-07-07 11:00:00,12.260700225830078
156,2024-07-07 12:00:00,15.92809009552002
157,2024-07-07 13:00:00,11.586109161376953
158,2024-07-07 14:00:00,12.826882362365723
159,2024-07-07 15:00:00,16.9707088470459
160,2024-07-07 16:00:00,14.268133163452148
161,2024-07-07 17:00:00,13.10673713684082
162,2024-07-07 18:00:00,20.60834312438965
163,2024-07-07 19:00:00,23.991764068603516
164,2024-07-07 20:00:00,13.377518653869629
165,2024-07-07 21:00:00,4.1434454917907715
166,2024-07-07 22:00:00,0.19782353937625885
167,2024-07-07 23:00:00,-0.3296167254447937
